1.500000 0.000154 5.381963
1.510000 0.000155 5.404509
1.520000 0.000155 5.427056
1.530000 0.000156 5.449602
1.540000 0.000156 5.472148
1.550000 0.000157 5.494695
1.560000 0.000157 5.517241
1.570000 0.000158 5.539788
1.580000 0.000158 5.562335
1.590000 0.000158 5.584881
1.600000 0.000159 5.607427
1.610000 0.000159 5.629973
1.620000 0.000160 5.652520
1.630000 0.000160 5.675066
1.640000 0.000160 5.697613
1.650000 0.000161 5.720159
1.660000 0.000161 5.742705
1.670000 0.000161 5.765252
1.680000 0.000162 5.787798
1.690000 0.000162 5.810345
1.700000 0.000162 5.832891
1.710000 0.000163 5.855438
1.720000 0.000163 5.877984
1.730000 0.000163 5.900530
1.740000 0.000164 5.923077
1.750000 0.000164 5.945623
1.760000 0.000164 5.968170
1.770000 0.000164 5.990716
1.780000 0.000165 6.013263
1.790000 0.000165 6.035809
1.800000 0.000166 6.058355
1.810000 0.000166 6.080902
1.820000 0.000166 6.103448
1.830000 0.000167 6.125995
1.840000 0.000168 6.148541
1.850000 0.000168 6.171088
1.860000 0.000168 6.193634
1.870000 0.000168 6.216180
1.880000 0.000169 6.238727
1.890000 0.000169 6.261273
1.900000 0.000169 6.283820
1.910000 0.000170 6.306366
1.920000 0.000171 6.328912
1.930000 0.000171 6.351459
1.940000 0.000171 6.374005
1.950000 0.000172 6.396552
1.960000 0.000172 6.419098
1.970000 0.000173 6.441645
1.980000 0.000173 6.464191
1.990000 0.000174 6.486737
2.000000 0.000175 6.509284
2.010000 0.000175 6.531830
2.020000 0.000176 6.554377
2.030000 0.000176 6.576923
2.040000 0.000177 6.599469
2.050000 0.000177 6.622016
2.060000 0.000178 6.644562
2.070000 0.000178 6.667109
2.080000 0.000179 6.689655
2.090000 0.000179 6.712202
2.100000 0.000180 6.734748
2.110000 0.000181 6.757295
2.120000 0.000182 6.779840
2.130000 0.000182 6.802388
2.140000 0.000182 6.824934
2.150000 0.000184 6.847480
2.160000 0.000184 6.870026
2.170000 0.000185 6.892573
2.180000 0.000185 6.915120
2.190000 0.000186 6.937666
2.200000 0.000187 6.960212
2.210000 0.000187 6.982759
2.220000 0.000188 7.005305
2.230000 0.000188 7.027852
2.240000 0.000189 7.050398
2.250000 0.000190 7.072944
2.260000 0.000190 7.095491
2.270000 0.000191 7.118037
2.280000 0.000191 7.140584
2.290000 0.000192 7.163130
2.300000 0.000192 7.185676
2.310000 0.000193 7.208223
2.320000 0.000194 7.230769
2.330000 0.000195 7.253315
2.340000 0.000195 7.275862
2.350000 0.000196 7.298409
2.360000 0.000196 7.320955
2.370000 0.000197 7.343501
2.380000 0.000198 7.366048
2.390000 0.000198 7.388594
2.400000 0.000199 7.411141
2.410000 0.000200 7.433687
2.420000 0.000201 7.456234
2.430000 0.000202 7.478780
2.440000 0.000201 7.501327
2.450000 0.000203 7.523873
2.460000 0.000203 7.546419
2.470000 0.000203 7.568965
2.480000 0.000205 7.591512
2.490000 0.000206 7.614058
test_semblance.c:107:test_semblanceTwoLayersModel:[42mPASS[00m

-----------------------
1 Tests 0 Failures 0 Ignored 
[42mOK[00m
